RowId+30:30AA141:261:42AA141:261:54AA141:261:661:26,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,ClassID,TopicID,QuestionID,ResponseID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,Report
BRFSS~2016~2021~36~Q41~TCC03~AGE~RACE,2016,2021,NY,New York,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-75.54397042699964 42.82700103200045),C06,TCC03,Q41,,36,AGE,5064,RACE,HIS,,,
BRFSS~2020~2020~33~Q13~TNC04~AGE~RACE,2020,2020,NH,New Hampshire,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-71.50036091999965 43.65595011300047),C02,TNC04,Q13,,33,AGE,5064,RACE,BLK,,,
BRFSS~2020~2020~17~Q32~TOC07~AGE~RACE,2020,2020,IL,Illinois,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-88.99771017799969 40.48501028300046),C01,TOC07,Q32,,17,AGE,65PLUS,RACE,NAA,,,
BRFSS~2017~2017~06~Q21~TAC03~AGE~RACE,2017,2017,CA,California,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-120.99999953799971 37.63864012300047),C04,TAC03,Q21,,6,AGE,AGE_OVERALL,RACE,ASN,,,
BRFSS~2021~2021~59~Q21~TAC03~AGE~OVERALL,2021,2021,US,"United States, DC & Territories",BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,12.5,12.5,#,Fewer than 50 States reporting,12,12.9,,Age Group,50-64 years,,,,,,C04,TAC03,Q21,,59,AGE,5064,OVERALL,OVERALL,,,
BRFSS~2021~2021~9003~Q46~TOC10~AGE~RACE,2021,2021,SOU,South,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,37.8,37.8,&,Regional estimates may not represent all states in the region,33.8,42.1,,Age Group,Overall,Race/Ethnicity,Hispanic,,,,C01,TOC10,Q46,,9003,AGE,AGE_OVERALL,RACE,HIS,,,
BRFSS~2016~2021~54~Q42~TCC04~AGE~GENDER,2016,2021,WV,West Virginia,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,,%,PRCTG,Percentage,38.9,38.9,,,28.9,50,,Age Group,65 years or older,Gender,Female,,,POINT (-80.71264013499967 38.66551020200046),C06,TCC04,Q42,,54,AGE,65PLUS,GENDER,FEMALE,,,
BRFSS~2019~2019~37~Q09~TSC09~AGE~RACE,2019,2019,NC,North Carolina,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-79.15925046299964 35.466220975000454),C03,TSC09,Q09,,37,AGE,5064,RACE,HIS,,,
BRFSS~2018~2018~23~Q30~TCC01~AGE~RACE,2018,2018,ME,Maine,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-68.98503133599962 45.254228894000505),C06,TCC01,Q30,,23,AGE,5064,RACE,NAA,,,
BRFSS~2020~2020~33~Q11~TSC11~AGE~RACE,2020,2020,NH,New Hampshire,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-71.50036091999965 43.65595011300047),C03,TSC11,Q11,,33,AGE,65PLUS,RACE,BLK,,,
BRFSS~2020~2020~23~Q19~TSC04~AGE~GENDER,2020,2020,ME,Maine,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,63.5,63.5,,,60.5,66.3,,Age Group,65 years or older,Gender,Female,,,POINT (-68.98503133599962 45.254228894000505),C03,TSC04,Q19,,23,AGE,65PLUS,GENDER,FEMALE,,,
BRFSS~2015~2015~28~Q36~TGC01~AGE~GENDER,2015,2015,MS,Mississippi,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,,%,PRCTG,Percentage,27.7,27.7,,,24.5,31.1,,Age Group,50-64 years,Gender,Female,,,POINT (-89.53803082499968 32.745510099000455),C07,TGC01,Q36,,28,AGE,5064,GENDER,FEMALE,,,
BRFSS~2018~2018~9002~Q42~TCC04~AGE~RACE,2018,2018,MDW,Midwest,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,,C06,TCC04,Q42,,9002,AGE,5064,RACE,NAA,,,
BRFSS~2017~2017~12~Q16~TNC03~AGE~RACE,2017,2017,FL,Florida,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-81.92896053899966 28.932040377000476),C02,TNC03,Q16,,12,AGE,5064,RACE,ASN,,,
BRFSS~2015~2015~01~Q22~TSC07~AGE~GENDER,2015,2015,AL,Alabama,BRFSS,Screenings and Vaccines,High blood pressure ever,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,,%,PRCTG,Percentage,58.3,58.3,,,54.3,62.2,,Age Group,50-64 years,Gender,Male,,,POINT (-86.63186076199969 32.84057112200048),C03,TSC07,Q22,,1,AGE,5064,GENDER,MALE,,,
BRFSS~2021~2021~16~Q17~TAC01~AGE~GENDER,2021,2021,ID,Idaho,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,12.1,12.1,,,10.3,14.1,,Age Group,Overall,Gender,Female,,,POINT (-114.3637300419997 43.682630005000476),C04,TAC01,Q17,,16,AGE,AGE_OVERALL,GENDER,FEMALE,,,
BRFSS~2019~2019~10~Q32~TOC07~AGE~RACE,2019,2019,DE,Delaware,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,20.9,20.9,,,14.3,29.4,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-75.57774116799965 39.008830667000495),C01,TOC07,Q32,,10,AGE,5064,RACE,BLK,,,
BRFSS~2018~2018~21~Q34~TOC09~AGE~GENDER,2018,2018,KY,Kentucky,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,53.2,53.2,,,49,57.4,,Age Group,50-64 years,Gender,Female,,,POINT (-84.77497104799966 37.645970271000465),C01,TOC09,Q34,,21,AGE,5064,GENDER,FEMALE,,,
BRFSS~2017~2017~12~Q44~TOC12~AGE~RACE,2017,2017,FL,Florida,BRFSS,Overall Health,Severe joint pain among older adults with arthritis,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-81.92896053899966 28.932040377000476),C01,TOC12,Q44,,12,AGE,AGE_OVERALL,RACE,ASN,,,
BRFSS~2015~2015~25~Q17~TAC01~AGE~OVERALL,2015,2015,MA,Massachusetts,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,8.7,8.7,,,7.2,10.5,,Age Group,65 years or older,,,,,POINT (-72.08269067499964 42.27687047000046),C04,TAC01,Q17,,25,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2016~2016~04~Q18~TSC08~AGE~GENDER,2016,2016,AZ,Arizona,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,52.2,52.2,,,49.6,54.8,,Age Group,65 years or older,Gender,Female,,,POINT (-111.76381127699972 34.865970280000454),C03,TSC08,Q18,,4,AGE,65PLUS,GENDER,FEMALE,,,
BRFSS~2020~2020~9001~Q17~TAC01~AGE~RACE,2020,2020,NRE,Northeast,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,11.9,11.9,,,9.9,14.2,,Age Group,Overall,Race/Ethnicity,Hispanic,,,,C04,TAC01,Q17,,9001,AGE,AGE_OVERALL,RACE,HIS,,,
BRFSS~2021~2021~38~Q44~TOC12~AGE~GENDER,2021,2021,ND,North Dakota,BRFSS,Overall Health,Severe joint pain among older adults with arthritis,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,17.9,17.9,,,14.9,21.4,,Age Group,65 years or older,Gender,Female,,,POINT (-100.11842104899966 47.47531977900047),C01,TOC12,Q44,,38,AGE,65PLUS,GENDER,FEMALE,,,
BRFSS~2015~2015~18~Q14~TSC06~AGE~GENDER,2015,2015,IN,Indiana,BRFSS,Screenings and Vaccines,Cholesterol checked in past 5 years,Percentage of older adults who had a cholesterol screening within the past 5 years,,%,PRCTG,Percentage,95.4,95.4,,,93.2,96.9,,Age Group,65 years or older,Gender,Male,,,POINT (-86.14996019399968 39.766910452000445),C03,TSC06,Q14,,18,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2015~2015~12~Q43~TOC11~AGE~RACE,2015,2015,FL,Florida,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,43.7,43.7,,,37.7,50,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-81.92896053899966 28.932040377000476),C01,TOC11,Q43,,12,AGE,AGE_OVERALL,RACE,BLK,,,
BRFSS~2020~2020~36~Q18~TSC08~AGE~RACE,2020,2020,NY,New York,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,43.2,43.2,,,37.4,49.2,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-75.54397042699964 42.82700103200045),C03,TSC08,Q18,,36,AGE,5064,RACE,BLK,,,
BRFSS~2021~2021~44~Q18~TSC08~AGE~GENDER,2021,2021,RI,Rhode Island,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,75.8,75.8,,,71.2,79.9,,Age Group,65 years or older,Gender,Male,,,POINT (-71.52247031399963 41.70828019300046),C03,TSC08,Q18,,44,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2017~2017~25~Q16~TNC03~AGE~GENDER,2017,2017,MA,Massachusetts,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,32.4,32.4,,,29,35.9,,Age Group,Overall,Gender,Female,,,POINT (-72.08269067499964 42.27687047000046),C02,TNC03,Q16,,25,AGE,AGE_OVERALL,GENDER,FEMALE,,,
BRFSS~2016~2021~59~Q41~TCC03~AGE~RACE,2016,2021,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,,%,PRCTG,Percentage,50.3,50.3,#,Fewer than 50 States reporting,29.9,70.6,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,,C06,TCC03,Q41,,59,AGE,65PLUS,RACE,ASN,,,
BRFSS~2020~2020~08~Q08~TOC01~AGE~RACE,2020,2020,CO,Colorado,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,4.7,4.7,,,3.2,6.2,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-106.13361092099967 38.843840757000464),C01,TOC01,Q08,,8,AGE,65PLUS,RACE,HIS,,,
BRFSS~2020~2020~15~Q15~TSC02~AGE~RACE,2020,2020,HI,Hawaii,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-157.85774940299973 21.304850435000446),C03,TSC02,Q15,,15,AGE,AGE_OVERALL,RACE,NAA,,,
BRFSS~2020~2020~01~Q33~TOC08~AGE~GENDER,2020,2020,AL,Alabama,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,66,66,,,61.1,70.5,,Age Group,65 years or older,Gender,Male,,,POINT (-86.63186076199969 32.84057112200048),C01,TOC08,Q33,,1,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2021~2021~10~Q22~TSC07~AGE~GENDER,2021,2021,DE,Delaware,BRFSS,Screenings and Vaccines,High blood pressure ever,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,,%,PRCTG,Percentage,62.7,62.7,,,57.9,67.3,,Age Group,65 years or older,Gender,Female,,,POINT (-75.57774116799965 39.008830667000495),C03,TSC07,Q22,,10,AGE,65PLUS,GENDER,FEMALE,,,
BRFSS~2019~2019~29~Q44~TOC12~AGE~OVERALL,2019,2019,MO,Missouri,BRFSS,Overall Health,Severe joint pain among older adults with arthritis,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,25.5,25.5,,,22.6,28.6,,Age Group,65 years or older,,,,,POINT (-92.56630005299968 38.635790776000476),C01,TOC12,Q44,,29,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2016~2021~15~Q39~TGC04~AGE~GENDER,2016,2021,HI,Hawaii,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,,%,PRCTG,Percentage,24,24,,,16.4,33.8,,Age Group,50-64 years,Gender,Male,,,POINT (-157.85774940299973 21.304850435000446),C07,TGC04,Q39,,15,AGE,5064,GENDER,MALE,,,
BRFSS~2021~2021~36~Q46~TOC10~AGE~RACE,2021,2021,NY,New York,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,30.1,30.1,,,28.9,31.3,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-75.54397042699964 42.82700103200045),C01,TOC10,Q46,,36,AGE,AGE_OVERALL,RACE,WHT,,,
BRFSS~2020~2020~25~Q10~TSC10~AGE~RACE,2020,2020,MA,Massachusetts,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,40.2,40.2,,,25.6,56.7,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-72.08269067499964 42.27687047000046),C03,TSC10,Q10,,25,AGE,AGE_OVERALL,RACE,BLK,,,
BRFSS~2018~2018~29~Q20~TSC03~AGE~RACE,2018,2018,MO,Missouri,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,%,PRCTG,Percentage,78,78,,,72.8,82.4,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-92.56630005299968 38.635790776000476),C03,TSC03,Q20,,29,AGE,5064,RACE,WHT,,,
BRFSS~2017~2017~21~Q35~TOC03~AGE~GENDER,2017,2017,KY,Kentucky,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,8.7,8.7,,,7.4,9.9,,Age Group,Overall,Gender,Male,,,POINT (-84.77497104799966 37.645970271000465),C01,TOC03,Q35,,21,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2020~2020~9003~Q31~TCC02~AGE~GENDER,2020,2020,SOU,South,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,50.6,50.6,&,Regional estimates may not represent all states in the region,40.5,60.6,,Age Group,50-64 years,Gender,Male,,,,C06,TCC02,Q31,,9003,AGE,5064,GENDER,MALE,,,
BRFSS~2018~2018~30~Q46~TOC10~AGE~RACE,2018,2018,MT,Montana,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-109.42442064499971 47.06652897200047),C01,TOC10,Q46,,30,AGE,AGE_OVERALL,RACE,BLK,,,
BRFSS~2020~2020~19~Q45~TOC13~AGE~RACE,2020,2020,IA,Iowa,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,25.3,25.3,,,23.2,27.5,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-93.81649055599968 42.46940091300047),C01,TOC13,Q45,,19,AGE,AGE_OVERALL,RACE,WHT,,,
BRFSS~2020~2020~72~Q30~TCC01~AGE~RACE,2020,2020,PR,Puerto Rico,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-66.590149 18.220833),C06,TCC01,Q30,,72,AGE,5064,RACE,ASN,,,
BRFSS~2017~2017~24~Q16~TNC03~AGE~RACE,2017,2017,MD,Maryland,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,20.7,20.7,,,13.5,30.4,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-76.60926011099963 39.29058096400047),C02,TNC03,Q16,,24,AGE,AGE_OVERALL,RACE,ASN,,,
BRFSS~2019~2019~16~Q33~TOC08~AGE~RACE,2019,2019,ID,Idaho,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,47.8,47.8,,,32.3,63.8,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-114.3637300419997 43.682630005000476),C01,TOC08,Q33,,16,AGE,5064,RACE,HIS,,,
BRFSS~2020~2020~36~Q45~TOC13~AGE~OVERALL,2020,2020,NY,New York,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,28.4,28.4,,,25.3,31.7,,Age Group,65 years or older,,,,,POINT (-75.54397042699964 42.82700103200045),C01,TOC13,Q45,,36,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2015~2015~9002~Q16~TNC03~AGE~GENDER,2015,2015,MDW,Midwest,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,27.3,27.3,&,Regional estimates may not represent all states in the region,26.1,28.5,,Age Group,50-64 years,Gender,Female,,,,C02,TNC03,Q16,,9002,AGE,5064,GENDER,FEMALE,,,
BRFSS~2016~2016~15~Q17~TAC01~AGE~GENDER,2016,2016,HI,Hawaii,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,7.7,7.7,,,5.8,10.1,,Age Group,65 years or older,Gender,Male,,,POINT (-157.85774940299973 21.304850435000446),C04,TAC01,Q17,,15,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2016~2021~36~Q31~TCC02~AGE~RACE,2016,2021,NY,New York,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,29.9,29.9,,,22.5,38.6,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-75.54397042699964 42.82700103200045),C06,TCC02,Q31,,36,AGE,65PLUS,RACE,WHT,,,
BRFSS~2021~2021~15~Q35~TOC03~AGE~RACE,2021,2021,HI,Hawaii,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-157.85774940299973 21.304850435000446),C01,TOC03,Q35,,15,AGE,65PLUS,RACE,NAA,,,
BRFSS~2018~2018~28~Q19~TSC04~AGE~GENDER,2018,2018,MS,Mississippi,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,67.4,67.4,,,63.1,71.3,,Age Group,65 years or older,Gender,Female,,,POINT (-89.53803082499968 32.745510099000455),C03,TSC04,Q19,,28,AGE,65PLUS,GENDER,FEMALE,,,
BRFSS~2020~2020~35~Q32~TOC07~AGE~RACE,2020,2020,NM,New Mexico,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-106.24058098499967 34.52088095200048),C01,TOC07,Q32,,35,AGE,65PLUS,RACE,BLK,,,
BRFSS~2017~2017~24~Q42~TCC04~AGE~RACE,2017,2017,MD,Maryland,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-76.60926011099963 39.29058096400047),C06,TCC04,Q42,,24,AGE,5064,RACE,NAA,,,
BRFSS~2019~2019~18~Q44~TOC12~AGE~RACE,2019,2019,IN,Indiana,BRFSS,Overall Health,Severe joint pain among older adults with arthritis,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.14996019399968 39.766910452000445),C01,TOC12,Q44,,18,AGE,AGE_OVERALL,RACE,NAA,,,
BRFSS~2015~2015~12~Q32~TOC07~AGE~OVERALL,2015,2015,FL,Florida,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,22.9,22.9,,,21.1,24.9,,Age Group,65 years or older,,,,,POINT (-81.92896053899966 28.932040377000476),C01,TOC07,Q32,,12,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2018~2018~19~Q20~TSC03~AGE~RACE,2018,2018,IA,Iowa,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-93.81649055599968 42.46940091300047),C03,TSC03,Q20,,19,AGE,AGE_OVERALL,RACE,HIS,,,
BRFSS~2021~2021~55~Q43~TOC11~AGE~RACE,2021,2021,WI,Wisconsin,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,51.5,51.5,,,37.8,65,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-89.81637074199966 44.39319117400049),C01,TOC11,Q43,,55,AGE,AGE_OVERALL,RACE,BLK,,,
BRFSS~2015~2015~08~Q22~TSC07~AGE~GENDER,2015,2015,CO,Colorado,BRFSS,Screenings and Vaccines,High blood pressure ever,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,,%,PRCTG,Percentage,55.2,55.2,,,52.2,58.3,,Age Group,65 years or older,Gender,Male,,,POINT (-106.13361092099967 38.843840757000464),C03,TSC07,Q22,,8,AGE,65PLUS,GENDER,MALE,,,
